fuente,producto_id,sku_id,nombre,marca,precio_ars,precio_lista,disponible,volumen_ml,precio_por_ml,categoria_raw,tipo_producto,linea_tipo,tipo_cabello,url
Jumbo,390230,388321,Shampoo Pantene Hidratación 750 Ml,PANTENE,2201.77,181964.0,False,750.0,2.9357,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,seco_danado,https://www.jumbo.com.ar/shampoo-pantene-hidratacion-750-ml/p
Jumbo,386643,384922,Shampoo Head&shoulders Fuerza 700ml,HEAD & SHOULDERS,2017.73,166755.0,False,700.0,2.8825,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-head-shoulders-fuerza-700ml/p
Jumbo,386639,384918,Shampoo Head&shoulders Men 180ml,HEAD & SHOULDERS,728.99,60247.0,False,180.0,4.0499,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-head-shoulders-men-180ml/p
Jumbo,386638,384917,Shampoo Head&shoulders Suave 180ml,HEAD & SHOULDERS,1199.29,99115.0,False,180.0,6.6627,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-head-shoulders-suave-180ml/p
Jumbo,386631,384910,Shampoo Head&shoulders Manzana 700ml,HEAD & SHOULDERS,9729.99,804131.0,False,700.0,13.9,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-head-shoulders-manzana-700ml/p
Jumbo,384233,382918,Shampoo Tresemme Kera Antifrizz 500ml,TRESEMMÉ,1600.0,132231.0,False,500.0,3.2,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-tresemme-kera-antifrizz-500ml/p
Jumbo,384192,382893,Shampoo Tresemme Kera Antifrizz 250ml,TRESEMMÉ,1000.0,82645.0,False,250.0,4.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-tresemme-kera-antifrizz-250ml/p
Jumbo,383679,382394,Shampoo Colageno 700 Ml Pantene,PANTENE,15200.0,1256198.0,False,700.0,21.7143,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-colageno-700-ml-pantene-2/p
Jumbo,375602,374320,Shampoo Suave Brillo Ceramidas 930ml,SUAVE,302.49,24999.0,False,930.0,0.3253,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-suave-brillo-ceramidas-930ml/p
Jumbo,364122,362865,Shampoo St Tropez Manzana 930ml,ST TROPEZ,3840.0,317355.0,False,930.0,4.129,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-st-tropez-manzana-930ml/p
Jumbo,347670,346343,Shampoo  Sedal  Ceramidas  190 Ml,SEDAL,359.35,29698.0,False,190.0,1.8913,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-sedal-ceramidas-190-ml/p
Jumbo,346757,345432,Shampoo Elvive Extreme Reconstructor 750ml..,ELVIVE,2013.63,166416.0,False,750.0,2.6848,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-extreme-reconstructor-750ml/p
Jumbo,346749,345424,Shampoo Elvive Extreme Reconstructor 400ml,ELVIVE,1151.55,95169.0,False,400.0,2.8789,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-extreme-reconstructor-400ml-2/p
Jumbo,344021,342706,Shampoo Sedal Bomba Nutricion 340ml...,SEDAL,850.0,70248.0,False,340.0,2.5,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-sedal-bomba-nutricion-340ml-2/p
Jumbo,338991,316524,Shampoo Suave Suavidad Cuidado 930ml Shampoo Suave Suavidad Cuidado 930 Ml,SUAVE,178.37,14741.0,False,930.0,0.1918,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-suave-suavidad-cuidado-930ml/p
Jumbo,338989,316522,Shampoo Suave Crema Nutricion 930ml Shampoo Suave Crema Nutrición 930 Ml,SUAVE,276.19,22826.0,False,930.0,0.297,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-suave-crema-nutricion-930ml/p
Jumbo,338988,316521,Shampoo Suave Brillo Ceramidas 930ml. Shampoo Suave Brillo Ceramidas 930 Ml,SUAVE,238.55,19715.0,False,930.0,0.2565,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-suave-brillo-ceramidas-930ml-2/p
Jumbo,333481,332611,Shampoo Fructis Goodbye Daños 650ml,FRUCTIS,743.79,61470.0,False,650.0,1.1443,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-fructis-goodbye-danos-650ml/p
Jumbo,332162,331320,Shampoo Plusbelle Control Frizz 970ml,PLUSBELLE,545.45,45079.0,False,970.0,0.5623,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-plusbelle-control-frizz-970ml/p
Jumbo,332160,331318,Shampoo Plusbelle Largo Saludable 970ml,PLUSBELLE,545.45,45079.0,False,970.0,0.5623,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-plusbelle-largo-saludable-970ml/p
Jumbo,331661,330819,Shampoo Hidra Hialurónico Elvive 400ml,ELVIVE,1188.09,98189.0,False,400.0,2.9702,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-hidra-hialuronico-elvive-400ml/p
